"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0031579","GO:0031579","membrane raft organization","3/306","25/18614",0.00774068082266734,0.176467285682769,0.162003103285546,"1794/1739/374887",3
"GO:0045980","GO:0045980","negative regulation of nucleotide metabolic process","3/306","25/18614",0.00774068082266734,0.176467285682769,0.162003103285546,"978/26471/54541",3
"GO:0046545","GO:0046545","development of primary female sexual characteristics","6/306","106/18614",0.00812996826812491,0.182950511736901,0.167954930197867,"11144/1051/10468/26471/7422/23205",6
"GO:1901796","GO:1901796","regulation of signal transduction by p53 class mediator","6/306","106/18614",0.00812996826812491,0.182950511736901,0.167954930197867,"5608/1263/5366/25946/4193/27063",6
"GO:0060541","GO:0060541","respiratory system development","9/306","211/18614",0.00836486977427987,0.185505082162404,0.170300114660198,"2252/10253/157506/6720/9242/10365/23657/7422/5251",9
"GO:0032892","GO:0032892","positive regulation of organic acid transport","4/306","49/18614",0.00848803401105775,0.185505082162404,0.170300114660198,"8792/5608/81539/8140",4
"GO:0062014","GO:0062014","negative regulation of small molecule metabolic process","6/306","107/18614",0.0084973611993288,0.185505082162404,0.170300114660198,"3638/8644/978/26471/57761/54541",6
"GO:0008203","GO:0008203","cholesterol metabolic process","7/306","140/18614",0.00849775859264629,0.185505082162404,0.170300114660198,"3638/10162/3157/6720/19/2232/7436",7
"GO:0006694","GO:0006694","steroid biosynthetic process","8/306","175/18614",0.00850940743864236,0.185505082162404,0.170300114660198,"7923/3638/8644/10162/3157/6720/120227/2232",8
"GO:0034599","GO:0034599","cellular response to oxidative stress","11/306","290/18614",0.00879108781033893,0.190455368214051,0.174844649356332,"133522/1545/8013/8644/135112/94241/11179/10365/468/23657/83667",11
"GO:0097305","GO:0097305","response to alcohol","10/306","252/18614",0.00908233549986373,0.19555053224398,0.17952218707333,"5732/8792/1545/8644/978/1535/6720/94241/687/10365",10
"GO:2001056","GO:2001056","positive regulation of cysteine-type endopeptidase activity","7/306","142/18614",0.00915048641824073,0.195809181759655,0.17975963632088,"80759/355/8915/23151/5366/26999/27113",7
"GO:0032147","GO:0032147","activation of protein kinase activity","6/306","109/18614",0.00926763191127113,0.197106707966547,0.180950810488362,"79866/1739/9618/8795/7422/83667",6
"GO:0008544","GO:0008544","epidermis development","13/306","375/18614",0.00947633651258983,0.200324010641899,0.18390440619648,"10855/2252/147495/8644/1364/9935/9314/3855/10468/10628/3887/2810/3892",13
"GO:0032753","GO:0032753","positive regulation of interleukin-4 production","3/306","27/18614",0.00960950508270669,0.200706309751383,0.184255370069926,"1051/53833/8140",3
"GO:0060547","GO:0060547","negative regulation of necrotic cell death","3/306","27/18614",0.00960950508270669,0.200706309751383,0.184255370069926,"8326/9181/26471",3
"GO:0001676","GO:0001676","long-chain fatty acid metabolic process","6/306","110/18614",0.0096709057349233,0.200786423829836,0.184328917579177,"1545/100137049/11000/8644/5740/23205",6
"GO:0002720","GO:0002720","positive regulation of cytokine production involved in immune response","5/306","80/18614",0.0102432610089368,0.211333321040357,0.194011335889898,"8013/51704/3554/8915/8140",5
"GO:0043523","GO:0043523","regulation of neuron apoptotic process","9/306","219/18614",0.0105170486577851,0.211333321040357,0.194011335889898,"8200/8326/6347/11151/1051/468/26471/1649/7832",9
"GO:0048736","GO:0048736","appendage development","8/306","182/18614",0.0106328238829853,0.211333321040357,0.194011335889898,"8200/84133/9464/83999/157506/3899/23657/4621",8
"GO:0060173","GO:0060173","limb development","8/306","182/18614",0.0106328238829853,0.211333321040357,0.194011335889898,"8200/84133/9464/83999/157506/3899/23657/4621",8
"GO:0071214","GO:0071214","cellular response to abiotic stimulus","12/306","339/18614",0.0106671974213558,0.211333321040357,0.194011335889898,"1535/1647/355/8915/94241/9181/468/8795/5600/4193/27063/1026",12
"GO:0104004","GO:0104004","cellular response to environmental stimulus","12/306","339/18614",0.0106671974213558,0.211333321040357,0.194011335889898,"1535/1647/355/8915/94241/9181/468/8795/5600/4193/27063/1026",12
"GO:0051402","GO:0051402","neuron apoptotic process","10/306","259/18614",0.0108719482039034,0.211333321040357,0.194011335889898,"8200/8326/6347/11151/355/1051/468/26471/1649/7832",10
"GO:0044344","GO:0044344","cellular response to fibroblast growth factor stimulus","6/306","113/18614",0.0109556272075865,0.211333321040357,0.194011335889898,"387914/6347/2252/10253/23768/10817",6
"GO:0002138","GO:0002138","retinoic acid biosynthetic process","2/306","10/18614",0.0111100893067115,0.211333321040357,0.194011335889898,"8644/157506",2
"GO:0006868","GO:0006868","glutamine transport","2/306","10/18614",0.0111100893067115,0.211333321040357,0.194011335889898,"6509/81539",2
"GO:0015820","GO:0015820","leucine transport","2/306","10/18614",0.0111100893067115,0.211333321040357,0.194011335889898,"6520/8140",2
"GO:0044341","GO:0044341","sodium-dependent phosphate transport","2/306","10/18614",0.0111100893067115,0.211333321040357,0.194011335889898,"1051/468",2
"GO:1902237","GO:1902237","positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","2/306","10/18614",0.0111100893067115,0.211333321040357,0.194011335889898,"5366/1649",2
"GO:2000271","GO:2000271","positive regulation of fibroblast apoptotic process","2/306","10/18614",0.0111100893067115,0.211333321040357,0.194011335889898,"694/26471",2
"GO:0070169","GO:0070169","positive regulation of biomineral tissue development","4/306","53/18614",0.0111483173943308,0.211333321040357,0.194011335889898,"8326/338773/1051/468",4
"GO:0097300","GO:0097300","programmed necrotic cell death","4/306","53/18614",0.0111483173943308,0.211333321040357,0.194011335889898,"8326/355/9181/26471",4
"GO:0010952","GO:0010952","positive regulation of peptidase activity","8/306","185/18614",0.0116539324434407,0.216271934798805,0.198545155015078,"1364/80759/355/8915/23151/5366/26999/27113",8
"GO:0010575","GO:0010575","positive regulation of vascular endothelial growth factor production","3/306","29/18614",0.0117188634394995,0.216271934798805,0.198545155015078,"1545/10855/468",3
"GO:0031571","GO:0031571","mitotic G1 DNA damage checkpoint signaling","3/306","29/18614",0.0117188634394995,0.216271934798805,0.198545155015078,"1263/4193/1026",3
"GO:0044819","GO:0044819","mitotic G1/S transition checkpoint signaling","3/306","29/18614",0.0117188634394995,0.216271934798805,0.198545155015078,"1263/4193/1026",3
"GO:0061436","GO:0061436","establishment of skin barrier","3/306","29/18614",0.0117188634394995,0.216271934798805,0.198545155015078,"1364/9314/2810",3
"GO:0030324","GO:0030324","lung development","8/306","186/18614",0.012009846250465,0.219321171317393,0.201344460148331,"2252/10253/157506/6720/10365/23657/7422/5251",8
"GO:0051896","GO:0051896","regulation of protein kinase B signaling","8/306","186/18614",0.012009846250465,0.219321171317393,0.201344460148331,"10855/8644/57462/10253/1739/23612/1649/9518",8
"GO:0033674","GO:0033674","positive regulation of kinase activity","14/306","430/18614",0.0121064700284035,0.219389063358406,0.201406787402303,"8792/51704/5608/441273/79866/1739/9618/100310812/8795/27040/7436/7422/1026/83667",14
"GO:0071216","GO:0071216","cellular response to biotic stimulus","10/306","264/18614",0.0123057746689398,0.219389063358406,0.201406787402303,"6372/6347/978/8915/19/1051/10628/8140/27063/1649",10
"GO:0006094","GO:0006094","gluconeogenesis","5/306","84/18614",0.0124796607945738,0.219389063358406,0.201406787402303,"2805/468/5106/467/83667",5
"GO:0016525","GO:0016525","negative regulation of angiogenesis","7/306","151/18614",0.012549140500908,0.219389063358406,0.201406787402303,"1870/10253/576/1647/9314/10365/374887",7
"GO:0072348","GO:0072348","sulfur compound transport","4/306","55/18614",0.012658538226878,0.219389063358406,0.201406787402303,"6520/6509/23657/8140",4
"GO:1903202","GO:1903202","negative regulation of oxidative stress-induced cell death","4/306","55/18614",0.012658538226878,0.219389063358406,0.201406787402303,"8013/135112/468/23657",4
"GO:0008299","GO:0008299","isoprenoid biosynthetic process","3/306","30/18614",0.0128653218903514,0.219389063358406,0.201406787402303,"8644/3157/157506",3
"GO:0015701","GO:0015701","bicarbonate transport","3/306","30/18614",0.0128653218903514,0.219389063358406,0.201406787402303,"8671/7439/57835",3
"GO:0071480","GO:0071480","cellular response to gamma radiation","3/306","30/18614",0.0128653218903514,0.219389063358406,0.201406787402303,"1535/4193/1026",3
"GO:1901798","GO:1901798","positive regulation of signal transduction by p53 class mediator","3/306","30/18614",0.0128653218903514,0.219389063358406,0.201406787402303,"5366/25946/27063",3
"GO:0032609","GO:0032609","type II interferon production","6/306","118/18614",0.0133579535361323,0.219389063358406,0.201406787402303,"3115/3554/1054/53833/8140/1649",6
"GO:0032649","GO:0032649","regulation of type II interferon production","6/306","118/18614",0.0133579535361323,0.219389063358406,0.201406787402303,"3115/3554/1054/53833/8140/1649",6
"GO:0035967","GO:0035967","cellular response to topologically incorrect protein","6/306","118/18614",0.0133579535361323,0.219389063358406,0.201406787402303,"9709/4189/468/1491/467/1649",6
"GO:0008406","GO:0008406","gonad development","9/306","228/18614",0.0134090123325076,0.219389063358406,0.201406787402303,"11144/1545/8644/157506/1051/10468/26471/7422/23205",9
"GO:2000181","GO:2000181","negative regulation of blood vessel morphogenesis","7/306","153/18614",0.0134133473755872,0.219389063358406,0.201406787402303,"1870/10253/576/1647/9314/10365/374887",7
"GO:0010917","GO:0010917","negative regulation of mitochondrial membrane potential","2/306","11/18614",0.0134327296495795,0.219389063358406,0.201406787402303,"5366/138429",2
"GO:0016102","GO:0016102","diterpenoid biosynthetic process","2/306","11/18614",0.0134327296495795,0.219389063358406,0.201406787402303,"8644/157506",2
"GO:0045837","GO:0045837","negative regulation of membrane potential","2/306","11/18614",0.0134327296495795,0.219389063358406,0.201406787402303,"5366/138429",2
"GO:0051386","GO:0051386","regulation of neurotrophin TRK receptor signaling pathway","2/306","11/18614",0.0134327296495795,0.219389063358406,0.201406787402303,"10253/26999",2
"GO:0070327","GO:0070327","thyroid hormone transport","2/306","11/18614",0.0134327296495795,0.219389063358406,0.201406787402303,"6520/8140",2
"GO:0006695","GO:0006695","cholesterol biosynthetic process","4/306","56/18614",0.0134602234973334,0.219389063358406,0.201406787402303,"3638/10162/3157/6720",4
"GO:0019369","GO:0019369","arachidonic acid metabolic process","4/306","56/18614",0.0134602234973334,0.219389063358406,0.201406787402303,"1545/100137049/8644/5740",4
"GO:1902653","GO:1902653","secondary alcohol biosynthetic process","4/306","56/18614",0.0134602234973334,0.219389063358406,0.201406787402303,"3638/10162/3157/6720",4
"GO:0008543","GO:0008543","fibroblast growth factor receptor signaling pathway","5/306","86/18614",0.0137128596698647,0.22143728948374,0.203287130193608,"387914/2252/10253/23768/10817",5
"GO:0008625","GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors","5/306","86/18614",0.0137128596698647,0.22143728948374,0.203287130193608,"9181/5366/8795/467/8794",5
"GO:1901343","GO:1901343","negative regulation of vasculature development","7/306","154/18614",0.0138611008070169,0.222469761219565,0.204234975141814,"1870/10253/576/1647/9314/10365/374887",7
"GO:0046942","GO:0046942","carboxylic acid transport","12/306","352/18614",0.0140140707742058,0.222469761219565,0.204234975141814,"8792/57709/5608/26503/11000/11046/6520/6509/81539/23657/8140/6536",12
"GO:0072525","GO:0072525","pyridine-containing compound biosynthetic process","3/306","31/18614",0.0140736428119598,0.222469761219565,0.204234975141814,"23475/5740/29968",3
"GO:1900745","GO:1900745","positive regulation of p38MAPK cascade","3/306","31/18614",0.0140736428119598,0.222469761219565,0.204234975141814,"9464/1647/7422",3
"GO:0015849","GO:0015849","organic acid transport","12/306","353/18614",0.0143013007040332,0.222469761219565,0.204234975141814,"8792/57709/5608/26503/11000/11046/6520/6509/81539/23657/8140/6536",12
"GO:0010232","GO:0010232","vascular transport","5/306","87/18614",0.0143591532920145,0.222469761219565,0.204234975141814,"8671/6509/81539/8140/6536",5
"GO:0019319","GO:0019319","hexose biosynthetic process","5/306","87/18614",0.0143591532920145,0.222469761219565,0.204234975141814,"2805/468/5106/467/83667",5
"GO:0032370","GO:0032370","positive regulation of lipid transport","5/306","87/18614",0.0143591532920145,0.222469761219565,0.204234975141814,"8792/5608/80820/10162/19",5
"GO:0150104","GO:0150104","transport across blood-brain barrier","5/306","87/18614",0.0143591532920145,0.222469761219565,0.204234975141814,"8671/6509/81539/8140/6536",5
"GO:0071774","GO:0071774","response to fibroblast growth factor","6/306","120/18614",0.0144146118221392,0.222469761219565,0.204234975141814,"387914/6347/2252/10253/23768/10817",6
"GO:0051091","GO:0051091","positive regulation of DNA-binding transcription factor activity","10/306","271/18614",0.0145472458482348,0.223527724751731,0.205206222445306,"133522/8792/55859/8915/1054/9181/9252/1491/7422/1649",10
"GO:0008643","GO:0008643","carbohydrate transport","7/306","156/18614",0.0147885531995347,0.226238919122707,0.20769519313474,"50651/8013/26503/11046/8218/57761/83667",7
"GO:0009749","GO:0009749","response to glucose","8/306","194/18614",0.0151511798046182,0.226925998191681,0.208325955606921,"5122/415116/1535/6720/84327/10628/5106/83667",8
"GO:0001836","GO:0001836","release of cytochrome c from mitochondria","4/306","58/18614",0.0151587607736988,0.226925998191681,0.208325955606921,"8326/5366/27113/2810",4
"GO:0006767","GO:0006767","water-soluble vitamin metabolic process","4/306","58/18614",0.0151587607736988,0.226925998191681,0.208325955606921,"166785/160428/10797/29968",4
"GO:0043616","GO:0043616","keratinocyte proliferation","4/306","58/18614",0.0151587607736988,0.226925998191681,0.208325955606921,"2252/687/10468/2810",4
"GO:0090329","GO:0090329","regulation of DNA-templated DNA replication","4/306","58/18614",0.0151587607736988,0.226925998191681,0.208325955606921,"4172/51659/4171/144455",4
"GO:0045137","GO:0045137","development of primary sexual characteristics","9/306","233/18614",0.0152507910238104,0.227328030303636,0.208695035062669,"11144/1545/8644/157506/1051/10468/26471/7422/23205",9
"GO:1902235","GO:1902235","regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","3/306","32/18614",0.0153442355113625,0.227747631760138,0.209080243787524,"9709/5366/1649",3
"GO:0046660","GO:0046660","female sex differentiation","6/306","122/18614",0.0155281248981504,0.229500422223511,0.210689366370087,"11144/1051/10468/26471/7422/23205",6
"GO:0009743","GO:0009743","response to carbohydrate","9/306","234/18614",0.0156404421649617,0.22983157250074,0.210993373837292,"5122/5608/415116/1535/6720/84327/10628/5106/83667",9
"GO:0015808","GO:0015808","L-alanine transport","2/306","12/18614",0.0159458831838242,0.22983157250074,0.210993373837292,"6520/6509",2
"GO:0030432","GO:0030432","peristalsis","2/306","12/18614",0.0159458831838242,0.22983157250074,0.210993373837292,"6752/1739",2
"GO:0030656","GO:0030656","regulation of vitamin metabolic process","2/306","12/18614",0.0159458831838242,0.22983157250074,0.210993373837292,"8644/157506",2
